constructionyear;locality;organbuilder;architect;stopsnumber;manualsnumber;pedals;oc_lat;oc_lng;oc_formatted
2004;Thorsager Kirke ;Bruno Christensen & Sønner;"Birch & Svenning [""Mogens Svenning"" iflg. Aarhus Stiftstidende 01-12-2002].";15;2;Pedal;56.3423059;10.4607671;Thorsager Kirke, Kirkevej, 8410 Rønde, Denmark
2004;Horreby Kirke ;A.E. Lang's Eftf;;10;2;Pedal;54.8050925;11.9935944;Horreby Kirke, Ellehavegårdsvej, Horreby, Denmark
2003;København, Vor Frue Kirke;P.G. Andersen & Bruhn;Billedskærer: Jacob Friis [http://www.billedskaererfriis.dk].;4;2;Pedal;55.6793766;12.5727267;Church of Our Lady, Dyrkøb, 1166 Copenhagen, Denmark
1976;Resen Kirke ;I. Starup & Søn;;4;1;(Intet Pedal);56.5894276;9.034557;Resen Kirke, Kirkevej, 7800 Skive, Denmark
1969;Højby Kirke ;Marcussen & Søn;Ebbe Lehn Petersen;6;1;Pedal;55.9126964;11.5996896;Højby Kirke, Bag Kirken, 4572 Nørre, Denmark
1966;Hyllested Kirke ;I. Starup & Søn;;6;1;(Intet Pedal);56.2814448;10.7667621;Hyllested Kirke, Hyllested Bygade, 8444 Balle, Denmark
1963;Rødovre, Ungdomsbyens Kirke ;I. Starup & Søn;;4;1;(Intet Pedal);NA;NA;NA
1967;Holstebro Kirke;Th. Frobenius & Sønner;;4;1;(Intet Pedal);56.3592901;8.6163081;Holstebro Kirke, Kirkepladsen, 7500 Holstebro, Denmark
1947;Kirke Skensved Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal);55.5266395;12.1155145;Kirke Skensved Kirke, Naurbjergvej, 4622 Havdrup, Denmark
1968;Kisserup Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;6;1;Pedal;55.5994787;11.9002141;Kisserup Kirke, Aggerupvej, 4330 Hvalsø, Denmark
1976;Klim Valgmenighedskirke ;P. Bruhn & Søn;;4;1;Anhangspedal;57.0896845;9.1688762;Klim Valgmenighedskirke, Oddevej, Klim, Denmark
1965;Klinte Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal);55.5826677;10.259478;Klinte Kirke, Klintevej, Nørreby, Denmark
1967;Koed Kirke ;Th. Frobenius & Sønner;;7;1;Pedal;56.3754613;10.5670286;Koed Kirke, Tornhøjvej, 8560 Kolind, Denmark
1965;Kolby Kirke ;Th. Frobenius & Co;;7;1;Pedal;55.8003717;10.5568791;Kolby Kirke, Kolby Hovedgade, Kolby, Denmark
1953;Kollerup Kirke ;Marcussen & Søn;;6;1;(Intet Pedal);57.0974795;9.2949533;Kollerup Kirke, Svinkløvvej, 9690 Fjerritslev, Denmark
1973;Krejbjerg Kirke ;Jydsk Orgelbyggeri;;8;1;Pedal;56.6559886;8.8602521;Krejbjerg Kirke, Ginnerupvej, Skive Municipality, Denmark
1970;Kristianshede Kirke ;Marcussen & Søn;;5;1;(Intet Pedal);NA;NA;NA
1938;Krogstrup Kirke ;I. Starup & Søn;;6;1;(Intet Pedal);55.7834576;11.9656483;Krogstrup Kirke, Kirkealle, 4050 Skibby, Denmark
1965;Kværs Kirke ;Brdr. Bruhn;> Rolf Graae i samarbejde med Svend Aage Aakjær [se noter].;9;2;Pedal;54.9305663;9.4957014;Kværs Kirke, Kirketoft, Kværs, Denmark
1952;Kyndby Kirke ;I. Starup & Søn;;7;1;Pedal;55.7943961;11.9151413;Kyndby Kirke, Hyggevej, Kyndby, Denmark
1925;Karlby Kirke ;A.C. Zachariasen;;4;1;(Intet Pedal);56.3484526;10.2892816;Karlby Kirke, Slotsvej, 8543 Hornslet, Denmark
1977;Karstoft Kirke ;Ludvig Vestre;;7;2;Pedal;55.9341177;8.9393384;Karstoft Kirke, Højgaardsvej, Karstoft, Denmark
1969;Kongens Tisted Kirke ;Jydsk Orgelbyggeri;> E. Windfeld Brorsen [media].;4;1;Anhangspedal;56.7501869;9.5903008;Kongens Tisted Kirke, Esgevej, Rebild Municipality, Denmark
2004;Jægersborg Kirke;P.G. Andersen & Bruhn;Træskærerarbejder: Jacob Friis.;4;1;(Intet Pedal);55.7602705;12.5432414;Jægersborg Kirke, Søndersøvej, 2820 Gentofte, Denmark
2003;Falslev Kirke ;Bruno Christensen & Sønner;Niels Foged, Mariager [iflg. Orglet 2004,1]. Leif Høg, Mariager [iflg. Menighedsrådenes Blad 2004,2.;10;2;Pedal;56.6733561;10.0943472;Falslev Kirke, Ådalsvej, Mariagerfjord Municipality, Denmark
2003;Frederiks Kirke ;Bruno Christensen & Sønner;> Thomas Meedom-Bæch.;12;2;Pedal;55.6849742;12.5895519;Marble Church, Frederiksgade, 1265 København K, Denmark
2003;København, Frederiks Kirke;Marcussen & Søn;;4;1;(Intet Pedal);55.6849742;12.5895519;Marble Church, Frederiksgade, 1265 København K, Denmark
1976;Tømmerup Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;10;2;Pedal;55.3213628;10.2132326;Tommerup Kirke, Møllebakken, 5690 Tommerup, Denmark
1963;Kærby Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal);56.5987906;10.0631024;Kærby Kirke, Kirkegade, Randers Municipality, Denmark
1924;København, Emmaus Kirke;Th. Frobenius & Co;;23;2;Pedal;NA;NA;NA
1930;København, Fredens Kirke;I. Starup & Søn;;23;2;Pedal;55.6943122;12.5716937;Fredens Kirke, Ryesgade, 1352 København K, Denmark
2003;Eltang Kirke ;P.G. Andersen & Bruhn;;12;2;Pedal;55.54096;9.5180726;Eltang Kirke, Eltangvej, 6051 Almind, Denmark
2003;Ydby Kirke ;Bruno Christensen & Sønner;> Ib Lydholm [se noter].;11;2;Pedal;56.7084872;8.4110842;Ydby Kirke, Ydbyvej, 7760 Hurup, Denmark
1969;Ulbølle Kirke ;Brdr. Bruhn;;11;2;Pedal;55.073502;10.4237949;Ulbølle Kirke, Bystævnevej, 5762 Vester, Denmark
2004;Sønder Bjert Kirke ;P.G. Andersen & Bruhn;;20;2;Pedal;55.4544118;9.5612323;Vesterbygård, Sønder Bjert Kirke, Bjert Kirkevej, 6091 Bjert, Denmark
1968;Køng Kirke ;Brdr. Bruhn;;11;2;Pedal;55.1074003;11.8355548;Køng Kirke, Køng Kirkevej, 4750 Lundby, Denmark
1970;Landet Kirke ;Th. Frobenius & Sønner;;6;1;Pedal;54.9974473;10.5997058;Landet Kirke, Elvira Madigans Vej, Landet, Denmark
1967;Langø Kirke ;I. Starup & Søn;;4;1;(Intet Pedal);54.8122902;11.0158327;Langø Kirke, Vester Oddevej, Langø, Denmark
1963;Lee Kirke ;Marcussen & Søn;;7;1;Pedal;56.4246964;9.6737966;Lee Kirke, Lee Byvej, 8850 Bjerringbro, Denmark
1965;Lem Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal);56.589243;8.7808865;Lem Kirke, Hostrupvej, 7860 Spøttrup, Denmark
1979;Lild Strandkirke ;Jydsk Orgelbyggeri;Orgelbyggeriet [iflg. medd. fra dette 1980].;4;1;(Intet Pedal);NA;NA;NA
1966;Lindeballe Kirke ;Jydsk Orgelbyggeri;;4;1;Anhangspedal;55.7700711;9.241402;Lindeballe Kirke, Åstvej, 7184 Vandel, Denmark
1973;Lindholm Kirke;Bruno Christensen;;4;1;(Intet Pedal);57.0706944;9.896159;Lindholm Kirke, Thistedvej, 9400 Nørresundby, Denmark
1963;Louns Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal);NA;NA;NA
1967;Lumsås Kirke ;Th. Frobenius & Sønner;;7;1;Pedal;55.9413268;11.5173901;Lumsås Kirke, Oddenvej, Odsherred Municipality, Denmark
1945;Lunde Kirke ;Marcussen & Søn;> Billedskærer: Erik Pedersen [se noter].;8;1;Pedal;55.7615553;8.3684011;Lunde Kirke, Gammel Lundevej, 6855 Outrup, Denmark
1961;Lyby Kirke ;Th. Frobenius & Co;;6;1;(Intet Pedal);56.6456838;9.0080871;Østergård, Lyby Kirke, Lybyvej, Jebjerg, Denmark
1971;Lysgård Kirke ;Bruno Christensen;;5;1;(Intet Pedal);56.3502382;9.340099;Lysgård Kirke, Sjørupvej, Viborg Municipality, Denmark
1969;Lild kirke ;Th. Frobenius & Sønner;;10;2;Pedal;57.1059245;9.0009977;Lild Kirke, Kærupvej, 7741 Frøstrup, Denmark
1964;Mellerup Kirke ;I. Starup & Søn;;4;1;Anhangspedal;56.5213851;10.2046892;Mellerup Kirke, Amtsvejen, Mellerup, Denmark
1969;Mygind Kirke ;Jensen & Thomsen;;4;1;Anhangspedal;56.3855495;10.2207524;Mygind Kirke, Smedebakken, Syddjurs Municipality, Denmark
1941;Østbirk Kirke ;Th. Frobenius & Co;;22;2;Pedal;55.9667372;9.7518477;Østbirk Kirke, Peder Skramsgade, 8752 Østbirk, Denmark
2005;Fårup Kirke ;Th. Frobenius & Sønner;Brøggers Tegnestue. [Iflg. menighedsrådenes Blad 2005,5].;12;2;Pedal;56.5425134;9.8583245;Fårup Kirke, Gammel Randersvej, 8990 Fårup, Denmark
1970;Nees Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal);56.3989834;8.2234802;Nees Kirke, Nøragervej, 7650 Bøvlingbjerg, Denmark
1971;Nordrupøster Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal);NA;NA;NA
1952;Næsbjerg Kirke ;Marcussen & Søn;;6;1;Anhangspedal;55.6237182;8.6021618;Næsbjerg Kirke, Kirkediget, Næsbjerg, Denmark
1967;Næsborg Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal);56.9788565;9.3411018;Næsborg Kirke, Haugårdsvej, Vesthimmerland Municipality, Denmark
1967;Næsby Kirke ;I. Starup & Søn;;6;1;Pedal;55.4184232;10.3532188;Næsby Kirke, Lundsvænget, 5270 Odense N, Denmark
1970;Nørre Felding Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal);56.3171265;8.6219783;Nørre Felding Kirke, Munkbrovej, 7500 Holstebro, Denmark
1930;Nørre Løgum Kirke ;Marcussen & Søn;;13;2;Pedal;55.0763058;8.9313236;Nørre Løgum Kirke, Nørregade, Løgumgårde, Denmark
1954;Nørre Onsild Kirke ;Marcussen & Søn;;6;1;Pedal;56.6092089;9.7652995;Nørre Onsild Kirke, Nørre Onsildvej, 9500 Hobro, Denmark
1961;Nørre Ørslev Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal);54.789693;11.9633431;Nørre Ørslev Kirke, Horsefaldet, Guldborgsund Municipality, Denmark
1968;Odby Kirke ;Jydsk Orgelbyggeri;;4;1;Anhangspedal;56.6058721;8.5325631;Odby Kirke, Gammel Landevej, 7790 Thyholm, Denmark
1957;Oddense Kirke ;Frederiksborg Orgelbyggeri;;4;1;Anhangspedal;56.6497725;8.9338268;Oddense Kirke, Næstildvej, Oddense, Denmark
1966;Onsbjerg Kirke ;Th. Frobenius & Co;;7;1;Pedal;55.8499222;10.5678832;Onsbjerg Kirke, Kirkevej, 8305 Samsø, Denmark
1967;Otterup Kirke ;Bruno Christensen;;11;2;Pedal;55.5189198;10.4009993;Otterup Kirke, Bakkevej, 5450 Otterup, Denmark
1966;Ottestrup Kirke ;I. Starup & Søn;;5;1;Pedal;55.4234217;11.4250545;Ottestrup Kirke, Ottestrupvej, Slagelse Municipality, Denmark
1969;Outrup Kirke ;Th. Frobenius & Sønner;;10;2;Pedal;55.7228823;8.3424107;Outrup Kirke, Birkegade, 6855 Outrup, Denmark
1976;Over Feldborg Kirke ;Bruno Christensen & Sønner;;6;1;Pedal;NA;NA;NA
1939;Overlade Kirke ;Th. Frobenius & Co;;6;1;(Intet Pedal);56.8573949;9.2661396;Overlade Kirke, Præstebakken, Overlade, Denmark
1966;Pjedsted Kirke ;Th. Frobenius & Co;;5;1;Pedal;55.6076955;9.6443248;Pjedsted Kirke, Pjedsted Kirkevej, 7080 Børkop, Denmark
1974;Povlsker, Sct. Povls Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;12;2;Pedal;NA;NA;NA
1966;Rakkeby Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal;56.765406;8.6258879;Rakkeby Kirke, Blåborgvej, 7970 Redsted, Denmark
1951;Ramsing Kirke ;Th. Frobenius & Co;;5;1;(Intet Pedal);56.5981285;8.8406218;Ramsing Kirke, Kirke Alle, 7860 Spøttrup, Denmark
1963;Refsvindinge Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;6;1;Pedal;55.2831623;10.672269;Refsvindinge Kirke, Longvej, 5853 Ørbæk, Denmark
1958;Rimsø Kirke ;I. Starup & Søn;;6;1;Pedal;56.4784128;10.7947126;Rimsø Kirke, Toresvej, Norddjurs Municipality, Denmark
1952;Ringsebølle kirke ;Marcussen & Søn;;5;1;(Intet Pedal);54.6966713;11.4242461;Ringsebølle Kirke, Ringsebølle Kirkevej, Lolland Municipality, Denmark
1969;Rislev Kirke ;Jensen & Thomsen;;5;1;Pedal;55.2799016;11.7388321;Rislev Kirke, Rislevvej, 4160 Herlufmagle, Denmark
1969;Rolfsted Kirke ;Marcussen & Søn;Knud, Erik og Ebbe Lehn Petersen [se noter].;10;2;Pedal;55.3201359;10.5671264;Rolsted Kirke, Ørbækvej, 5863 Ferritslev, Denmark
1960;Romlund Kirke ;Jydsk Orgelbyggeri;;4;1;(Intet Pedal);56.4819337;9.3011008;Romlund Kirke, Romlundvej, 8831 Løgstrup, Denmark
1966;Roslev Kirke ;Th. Frobenius & Co;;14;2;Pedal;56.7007207;8.9843626;Roslev Kirke, Kirkebakken, 7870 Roslev, Denmark
1967;Rostrup Kirke ;Brdr. Bruhn;;6;1;Pedal;56.7333145;9.9309578;Rostrup Kirke, Kridtvejen, Rostrup, Denmark
1964;Roum Kirke ;Th. Frobenius & Co;;5;1;Pedal;56.6060368;9.5519819;Roum Kirke, Roumvej, 9632 Møldrup, Denmark
1969;Rynkeby Kirke ;Th. Frobenius & Sønner;;8;1;Pedal;55.4000324;10.6149315;Rynkeby Kirke, Kirkevej, 5350 Rynkeby, Denmark
1955;Rø Kirke ;Th. Frobenius & Co;;7;1;Pedal;55.2105735;14.8962897;Rø Kirke, Præstegårdsvej, Rø, Denmark
1967;Rødding Kirke ;Th. Frobenius & Sønner;;10;2;Pedal;56.5008664;9.5036204;Rødding Kirke, Enghavevej, Rødding, Denmark
1957;Rømø Kirke ;Marcussen & Søn;;10;2;Pedal;55.1129309;8.5426288;Rømø Church, Havnebyvej, 6792 Rømø, Denmark
1968;Rønbjerg Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal);56.535357;8.9143706;Rønbjerg Kirke, Præstevejen, Rønbjerg, Denmark
1968;Rørbæk Kirke ;Jydsk Orgelbyggeri;;4;1;Anhangspedal;56.7056196;9.7110169;Rørbæk Kirke, Grynderupvejen, 9610 Nørager, Denmark
1964;Rårup Kirke ;Marcussen & Søn;Orgelbyggeriet [se noter].;11;2;Pedal;55.7735334;9.9282631;Rårup Kirke, Bakkedalsvej, Rårup, Denmark
1965;Sandby Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal);54.8737226;11.091535;Sandby Church, Tårsvej, 4912 Harpelunde, Denmark
1970;Sejlflod Kirke ;P. Bruhn;;6;1;Pedal;56.9880807;10.0996123;Sejlflod Kirke, Kirkebakken, Sejlflod, Denmark
1954;Siem Kirke ;Arne Nielsen;;4;1;(Intet Pedal);56.8214293;10.0084996;Siem Kirke, Skørpingvej, 9575 Terndrup, Denmark
1944;Sigersted Kirke ;Marcussen & Søn;;8;1;Anhangspedal;55.4306274;11.731409;Sigersted Kirke, Englerupvej, Ringsted Municipality, Denmark
2004;Sabro Kirke ;P.G. Andersen & Bruhn;Arkitektgruppen Regnbuen.;10;2;Pedal;56.2165524;10.0371553;Sabro Kirke, Ristrupvej, 8471 Sabro, Denmark
1946;Sinding Kirke ;Marcussen & Søn;;6;1;Anhangspedal;56.2083761;9.4652842;Sinding Kirke, Sinding Hedevej, Sinding, Denmark
1945;Sinding Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal);56.2083761;9.4652842;Sinding Kirke, Sinding Hedevej, Sinding, Denmark
1968;Sjørslev Kirke ;Jydsk Orgelbyggeri;;5;1;(Intet Pedal);56.329001;9.4419139;Sjørslev Kirke, Sjørslevvej, Sjørslev, Denmark
1962;Skallerup Kirke ;I. Starup & Søn;;4;1;Anhangspedal;57.4791254;9.8520274;Skallerup Kirke, Nørremøllevej, Hjørring Municipality, Denmark
1966;Skals Kirke ;I. Starup & Søn;;5;1;Pedal;56.5584631;9.4046329;Skals Kirke, Skringstrupvej, 8832 Skals, Denmark
1942;Skamstrup Kirke ;I. Starup & Søn;;11;2;Pedal;55.6207457;11.4886291;Skamstrup Kirke, Skamstrupvej, 4440 Mørkøv, Denmark
1967;Skeby Kirke ;Bruno Christensen;;5;1;(Intet Pedal);55.5180156;10.4328088;Skeby Kirke, Ørritslev Gade, 5450 Otterup, Denmark
1951;Thorup Kirke ;Marcussen & Søn;;4;1;(Intet Pedal);56.9972827;9.2541794;Aggersborg Kirke, Thorupvej, Aggersund, Denmark
1969;Skjern Kirke ;P. Bruhn;;5;1;(Intet Pedal);55.9432001;8.499409;Skjern Kirke, Ånumvej, 6900 Skjern, Denmark
1963;Skjørring Kirke ;Marcussen & Søn;;5;1;(Intet Pedal);56.1800131;9.8913948;Skjørring Kirke, Farrevej, 8464 Galten, Denmark
1967;Skovlænge Kirke ;I. Starup & Søn;;4;1;(Intet Pedal);54.8236533;11.2526992;Skovlænge Kirke, Skovlængevej, 4920 Søllested, Denmark
1969;Skærlund Kirke ;Jensen & Thomsen;;5;1;Pedal;55.901925;9.0546276;Skærlund Kirke, Kokmosevej, Ikast-Brande Municipality, Denmark
1989;Slagelse, Sct. Mikkels Kirke;Poul-Gerhard Andersen's Orgelbyggeri;;4;1;Anhangspedal;NA;NA;NA
1970;Snæbum Kirke ;Jydsk Orgelbyggeri;;5;1;Pedal;56.6451158;9.6466366;Snæbum Kirke, Ved Søen, Mariagerfjord Municipality, Denmark
1966;Solbjerg Kirke ;Jydsk Orgelbyggeri;;4;1;Anhangspedal;55.67996;12.5288495;Solbjerg Kirke, Howitzvej, 1861 Frederiksberg C, Denmark
1966;Solbjerg Kirke ;I. Starup & Søn;;4;1;(Intet Pedal);55.67996;12.5288495;Solbjerg Kirke, Howitzvej, 1861 Frederiksberg C, Denmark
1942;Staby Kirke ;Marcussen & Søn;;7;1;Anhangspedal;56.2616553;8.2366586;Staby Kirke, Gl Skolevej, 6990 Ulfborg, Denmark
1969;Stagstrup Kirke ;Jydsk Orgelbyggeri;;5;1;Anhangspedal;56.873894;8.5885704;Stagstrup Kirke, Buen, Thisted Municipality, Denmark
1947;Sønder Stenderup Kirke ;Th. Frobenius & Co;;10;2;Pedal;55.461772;9.6148587;Sønder Stenderup Kirke, Præstediget, 6092 Sønder, Denmark
1950;Stenlille Kirke ;I. Starup & Søn;;6;1;Pedal;55.5355769;11.5910395;Stenlille Kirke, Enghavevej, 4295 Stenlille, Denmark
1959;Stenvad Kirke ;Marcussen & Søn;;7;1;Pedal;56.4613942;10.6315831;Stenvad Kirke, Ulstrupvej, 8586 Ørum, Denmark
1947;Stige Kirke ;Marcussen & Søn;;12;2;Pedal;55.4375317;10.4169221;Stige Kirke, Skippervej, 5240 Odense NØ, Denmark
1945;Stokkemarke Kirke ;I. Starup & Søn;;17;2;Pedal;54.8363173;11.3642063;Stokkemarke Kirke, Tjennemarkevej, 4952 Stokkemarke, Denmark
1955;Strandby Kirke ;Marcussen & Søn;;8;1;Pedal;57.4955224;10.494773;Strandby Kirke, Strandvej, 9970 Strandby, Denmark
1961;Strø Kirke ;Frederiksborg Orgelbyggeri;;6;1;Pedal;55.8944442;12.1507157;Strø Kirke, Strøvej, 3320 Skævinge, Denmark
1970;Studsgård Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal;56.0902057;8.8933449;Studsgård Kirke, Tanderupkærvej, Studsgård, Denmark
1965;Svallerup Kirke ;I. Starup & Søn;;4;1;Anhangspedal;55.6062692;11.1787897;Svallerup Kirke, Svallerup Bygade, 4480 Store, Denmark
1955;Svaneke Kirke ;Th. Frobenius & Co;;11;2;Pedal;55.1342672;15.1424223;Svaneke Church, Kirkepladsen, 3740 Svaneke, Denmark
1960;Svingelbjerg Kirke ;Th. Frobenius & Co;;3;1;(Intet Pedal);56.7423144;9.354706;Svingelbjerg Kirke, Klovenhøjvej, Vesthimmerland Municipality, Denmark
1968;Syv Kirke ;Th. Frobenius & Sønner;;6;1;Pedal;55.5744687;12.0293293;Syv Kirke, Kirkevejen, 4130 Viby, Denmark
1954;Søborg Kirke ;Th. Frobenius & Co;Peter Paludan. [Jfr. kirkefolder, se noter];24;3;Pedal;56.0863037;12.317685;Søborg Kirke, Bygaden, 3250 Gilleleje, Denmark
1983;Søby Kirke ;Jydsk Orgelbyggeri;;7;1;Pedal;54.9385696;10.2568185;Søby Kirke, Langebro, 5985 Søby, Denmark
1966;Søllinge Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal);55.2854686;10.5380007;Søllinge Kirke, Søllingevej, 5856 Ryslinge, Denmark
1961;Sønder Broby Kirke ;Marcussen & Søn;;7;1;Pedal;55.2312151;10.2609835;Sønder Broby Kirke, Karlsbjergvej, 5672 Broby, Denmark
1942;Sønder Højrup Kirke ;Marcussen & Søn;;5;1;(Intet Pedal);55.2841051;10.464577;Sønder Højrup Kirke, Skovhavevej, 5792 Årslev, Denmark
1969;Sønder Jernløse Kirke ;Jensen & Thomsen;;5;1;Anhangspedal;55.6516029;11.6428157;Sønder Jernløse Kirke, Sønder Jernløsevej, 4420 Regstrup, Denmark
1964;Sønder Lem Kirke ;Marcussen & Søn;;6;1;Anhangspedal;56.0520157;8.4067284;Højmark Kirke, Adelvej, 6940 Lem, Denmark
1945;Thise Kirke ;Marcussen & Søn;;7;1;Pedal;56.7037191;9.1357064;Thise Kirke, Thise Kirkevej, Skive Municipality, Denmark
1965;Thurø Kirke ;Marcussen & Søn;> Rolf Graae.;10;2;Pedal;55.0500417;10.6636402;Thurø Kirke, Kirkestræde, 5881 Skårup, Denmark
1970;Thyborøn Kirke ;Th. Frobenius & Sønner;;14;2;Pedal;56.6985042;8.2052938;Thyborøn Kirke, Vesterhavsgade, 7680 Thyborøn, Denmark
1969;Tillitse Kirke ;I. Starup & Søn;;7;2;Pedal;54.7661836;11.1574326;Tillitse Kirke, Tillitse Kirkevej, 4983 Dannemare, Denmark
1965;Tiphede Kirke ;Th. Frobenius & Co;;5;1;Anhangspedal;56.1703149;8.6412706;Tiphede Søndergård, Tiphede Kirke, Timringvej, Herning Municipality, Denmark
1969;Tiset Kirke ;Th. Frobenius & Sønner;;7;1;Pedal;56.0636459;10.0961827;Tiset Kirke, Ravnholtvej, 8355 Solbjerg, Denmark
1969;Tistrup Kirke ;Brdr. Bruhn;;7;1;Pedal;55.7244763;8.6090549;Tistrup Kirke, Tistrup Kirkevej, 6862 Tistrup, Denmark
1953;Tjæreby Kirke ;Marcussen & Søn;;12;2;Pedal;55.2469138;11.3601784;Tjæreby Kirke, Kirkevej, Slagelse Municipality, Denmark
1968;Torslev Kirke ;Marcussen & Søn;;10;2;Pedal;57.0721525;9.4834765;Torslev Kirke, Aggersundvej, 9460 Brovst, Denmark
1966;Torsted Kirke ;I. Starup & Søn;;4;1;(Intet Pedal);56.2015965;8.4161774;Torsted Kirke, Torstedvej, Ringkøbing-Skjern Municipality, Denmark
1985;Torsted Kirke ;Troels Krohn;;7;1;Pedal;56.2015965;8.4161774;Torsted Kirke, Torstedvej, Ringkøbing-Skjern Municipality, Denmark
1953;Torrup Kirke ;Frederiksborg Orgelbyggeri;;5;1;Anhangspedal;NA;NA;NA
1862;Vejlby Kirke;Jens Gregersen;;4;1;(Intet Pedal);56.1951459;10.2118118;Vejlby Kirke, Filosofgangen, 8240 Risskov, Denmark
1968;Trandum Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal);56.4613444;8.9761113;Trandum Kirke, Trandumvej, Holstebro Municipality, Denmark
1971;Trans Kirke ;P. Bruhn & Søn;;4;1;Anhangspedal;56.4978215;8.1218927;Trans Kirke, Trans, Mollerupvej, Lemvig Municipality, Denmark
1968;Tved Kirke ;Jydsk Orgelbyggeri;;11;2;Pedal;56.1995968;10.4441046;Tved Kirke, Tved Kirkebakke, 8420 Knebel, Denmark
1947;Tybjerg Kirke ;Th. Frobenius & Co;;7;1;Pedal;55.3483627;11.8120685;Tybjerg Kirke, Kornbakken, Tybjerglille Bakker, Denmark
1932;Tødsø Kirke ;Marcussen & Søn;;6;1;Anhangspedal;56.8260525;8.8094374;Tødsø Kirke, Kirkevej, 7900 Nykøbing, Denmark
1969;Tårnby Kirke ;I. Starup & Søn;;4;1;(Intet Pedal);55.6279629;12.6027561;Tårnby Kirke, Englandsvej, 2770 Kastrup, Denmark
1964;Ubby Kirke ;I. Starup & Søn;;10;2;Pedal;55.6209143;11.2134085;Ubby Kirke, Kirkestien, 4490 Jerslev, Denmark
1971;Uggerslev Kirke ;Th. Frobenius & Sønner;;5;1;(Intet Pedal);55.5346124;10.3024021;Uggerslev Kirke, Uggerslevvej, 5485 Skamby, Denmark
1962;Ullerslev Kirke ;Th. Frobenius & Co;;8;1;Pedal;55.3639614;10.6639223;Ullerslev Kirke, Odensevej, 5540 Ullerslev, Denmark
1956;Ullits Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal);56.7131145;9.3073716;Ullits Kirke, Ullitshøjvej, 9631 Gedsted, Denmark
1964;Urlev Kirke ;Th. Frobenius & Co;"Typeorgel ""Ishøj"".";4;1;(Intet Pedal);55.7638154;9.7789096;Urlev Kirke, Kirkestien, 8781 Stenderup, Denmark
1970;Valby Kirke ;Jensen & Thomsen;;7;1;Pedal;56.0560906;12.2019966;Valby Kirke, Løgelandsvej, 3200 Helsinge, Denmark
1970;Valløby Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;7;1;Pedal;55.40092;12.2342174;Valløby Kirke, Kirkehøjen, 4652 Hårlev, Denmark
1952;Vamdrup Kirke ;Th. Frobenius & Co;;16;2;Pedal;55.428177;9.272943;Vamdrup Kirke, Vestergade, 6580 Vamdrup, Denmark
1986;Vang Kirke ;I. Starup & Søn;;6;1;Pedal;56.9839127;8.5111024;Vang Kirke, Rodals Bakke, Thisted Municipality, Denmark
1974;Vantore Kirke ;I. Starup & Søn;;4;1;(Intet Pedal);54.6614005;11.7951285;Vantore Kirke, Vantorevej, Guldborgsund Municipality, Denmark
2004;Asperup Kirke ;Gunnar Fabricius Husted;> Thomas Havning (1926). [Se noter].;15;2;Pedal;55.4839212;9.903623;Asperup Kirke, Kirkestræde, 5466 Asperup, Denmark
1962;Veggerslev Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal);56.4740085;10.8361806;Veggerslev Kirke, Grenaavej, Norddjurs Municipality, Denmark
1965;Vejerslev Kirke ;Th. Frobenius & Co;;6;1;Pedal;56.3057934;9.7158822;Vejerslev Kirke, Præstevænget, 8882 Fårvang, Denmark
1966;Vejle Kirke ;Marcussen & Søn;;4;1;(Intet Pedal);55.2716437;10.3132091;Vejle Kirke, Kirkevej, Vejle, Denmark
1961;Vejleby Kirke ;I. Starup & Søn;;4;1;Anhangspedal;54.7357842;11.3272738;Vejleby Kirke, Vejleby Kirkevej, Lolland Municipality, Denmark
1967;Vejstrup Valgmenighedskirke ;I. Starup & Søn;;9;2;Pedal;55.1093643;10.7128756;Vejstrup Valgmenighedskirke, Brudagervej, 5882 Vejstrup, Denmark
1960;Veksø Kirke ;I. Starup & Søn;;6;1;Pedal;55.7543865;12.2425074;Veksø Kirke, Kirkebakken, 3670 Veksø, Denmark
